nct_id,field,source_type,source_url,source_excerpt,extracted_by,reviewed_by,confidence
NCT00267969,population.sex,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.eligibilityModule.sex,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00267969,population.enrollment_count,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.designModule.enrollmentInfo.count,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00267969,population.severity_criteria,needs_extraction,,,,,
NCT00267969,design.study_type,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.designModule.studyType,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00267969,design.allocation,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.designModule.designInfo.allocation,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00267969,design.intervention_model,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.designModule.designInfo.interventionModel,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00267969,design.masking,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.designModule.designInfo.maskingInfo.masking,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00267969,design.number_of_arms,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,len(protocolSection.armsInterventionsModule.armGroups),"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00267969,design.background_therapy,needs_extraction,,,,,
NCT00267969,endpoints.primary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.outcomesModule.primaryOutcomes[0].measure/timeFrame,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00267969,endpoints.secondary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.outcomesModule.secondaryOutcomes[].measure,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00267969,endpoints.multiplicity_control,needs_extraction,,,,,
NCT00267969,timing_ops.start_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.statusModule.startDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00267969,timing_ops.primary_completion_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.statusModule.primaryCompletionDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00267969,timing_ops.completion_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,protocolSection.statusModule.completionDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00267969,timing_ops.study_schedule,needs_extraction,,,,,
NCT00267969,timing_ops.rescue_therapy,needs_extraction,,,,,
NCT00267969,adverse_events.serious_adverse_event_rate,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,resultsSection.adverseEventsModule.eventGroups[].seriousNumAffected/seriousNumAtRisk,"fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass)",,1.0
NCT00267969,adverse_events.death_rate,needs_extraction,,,,,
NCT00267969,adverse_events.most_common_adverse_events,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,resultsSection.adverseEventsModule.otherEvents[] (top 8 of 39 by highest single-arm incidence; CT.gov's own >=5% frequency-threshold table),"fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
NCT00267969,adverse_events.discontinuation_due_to_ae_rate,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00267969,"resultsSection.participantFlowModule.periods[0].dropWithdraws[type=""Adverse Event""].reasons[] vs periods[0].milestones[type=STARTED].achievements[]","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass)",,1.0
NCT00267969,adverse_events.boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:USTEKINUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
NCT00267969,real_world_safety.faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""USTEKINUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=10559, serious=10102, deaths=2034","fetch_faers.py (openfda drug/event.json, cycle-7 pass)",,1.0
NCT00267969,exclusivity.regulatory_application,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,"Purple Book Monthly Historical Data Changes Report (August 2026 snapshot) CSV row: Janssen Biotech, Inc. | BLA 125261 | Stelara | ustekinumab | 351(a) | 45MG/0.5ML Injection Subcutaneous Single-Dose Vial | Rx | Licensed | 25-Sep-09 | Original | License 1864 | Product 001 | CDER",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
NCT00267969,exclusivity.orange_book,needs_extraction,,,,,
NCT00267969,exclusivity.purple_book,purple_book,/tmp/derm_verify/purplebook.csv,"Purple Book Monthly Historical Data Changes Report (August 2026 snapshot) CSV: 44 row(s) matched on Proper Name containing 'ustekinumab', reference BLA125261 (Stelara) plus 10 distinct biosimilar BLAs","purple_book_csv_helper.py (accessdata.fda.gov monthly CSV, cycle-7 pass)",,1.0
NCT00307437,nct_id,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.identificationModule.nctId,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,identity.trial_name,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.identificationModule.acronym,"fetch_trials.py (ctgov_api v2, v1 pass)",,0.0
NCT00307437,identity.official_title,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.identificationModule.officialTitle,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,identity.sponsor,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.sponsorCollaboratorsModule.leadSponsor.name,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,identity.phase,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.designModule.phases,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,molecule.drug,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.armsInterventionsModule.interventions[].name (curated),"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,molecule.intervention_names,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.armsInterventionsModule.interventions[].name,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,molecule.intervention_type,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.armsInterventionsModule.interventions[].type,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,molecule.mechanism_of_action,needs_extraction,,,,,
NCT00307437,molecule.dosing_regimen,needs_extraction,,,,,
NCT00307437,population.condition,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.conditionsModule.conditions,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,population.min_age_years,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.eligibilityModule.minimumAge,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,population.max_age_years,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.eligibilityModule.maximumAge,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,0.0
NCT00307437,population.sex,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.eligibilityModule.sex,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,population.enrollment_count,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.designModule.enrollmentInfo.count,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,population.severity_criteria,needs_extraction,,,,,
NCT00307437,design.study_type,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.designModule.studyType,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,design.allocation,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.designModule.designInfo.allocation,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,design.intervention_model,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.designModule.designInfo.interventionModel,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,design.masking,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.designModule.designInfo.maskingInfo.masking,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,design.number_of_arms,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,len(protocolSection.armsInterventionsModule.armGroups),"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00307437,design.background_therapy,needs_extraction,,,,,
NCT00307437,endpoints.primary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.outcomesModule.primaryOutcomes[0].measure/timeFrame,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,endpoints.secondary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.outcomesModule.secondaryOutcomes[].measure,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,endpoints.multiplicity_control,needs_extraction,,,,,
NCT00307437,timing_ops.start_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.statusModule.startDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,timing_ops.primary_completion_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.statusModule.primaryCompletionDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,timing_ops.completion_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,protocolSection.statusModule.completionDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,timing_ops.study_schedule,needs_extraction,,,,,
NCT00307437,timing_ops.rescue_therapy,needs_extraction,,,,,
NCT00307437,adverse_events.serious_adverse_event_rate,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,resultsSection.adverseEventsModule.eventGroups[].seriousNumAffected/seriousNumAtRisk,"fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass)",,1.0
NCT00307437,adverse_events.death_rate,needs_extraction,,,,,
NCT00307437,adverse_events.most_common_adverse_events,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,resultsSection.adverseEventsModule.otherEvents[] (top 8 of 28 by highest single-arm incidence; CT.gov's own >=5% frequency-threshold table),"fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,adverse_events.discontinuation_due_to_ae_rate,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00307437,"resultsSection.participantFlowModule.periods[0].dropWithdraws[type=""Adverse Event""].reasons[] vs periods[0].milestones[type=STARTED].achievements[]","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass)",,1.0
NCT00307437,adverse_events.boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:USTEKINUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
NCT00307437,real_world_safety.faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""USTEKINUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=10559, serious=10102, deaths=2034","fetch_faers.py (openfda drug/event.json, cycle-7 pass)",,1.0
NCT00307437,exclusivity.regulatory_application,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,"Purple Book Monthly Historical Data Changes Report (August 2026 snapshot) CSV row: Janssen Biotech, Inc. | BLA 125261 | Stelara | ustekinumab | 351(a) | 45MG/0.5ML Injection Subcutaneous Single-Dose Vial | Rx | Licensed | 25-Sep-09 | Original | License 1864 | Product 001 | CDER",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
NCT00307437,exclusivity.orange_book,needs_extraction,,,,,
NCT00307437,exclusivity.purple_book,purple_book,/tmp/derm_verify/purplebook.csv,"Purple Book Monthly Historical Data Changes Report (August 2026 snapshot) CSV: 44 row(s) matched on Proper Name containing 'ustekinumab', reference BLA125261 (Stelara) plus 10 distinct biosimilar BLAs","purple_book_csv_helper.py (accessdata.fda.gov monthly CSV, cycle-7 pass)",,1.0
NCT00979745,nct_id,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.identificationModule.nctId,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,identity.trial_name,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.identificationModule.acronym,"fetch_trials.py (ctgov_api v2, v1 pass)",,0.0
NCT00979745,identity.official_title,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.identificationModule.officialTitle,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,identity.sponsor,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.sponsorCollaboratorsModule.leadSponsor.name,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,identity.phase,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.designModule.phases,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,molecule.drug,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.armsInterventionsModule.interventions[].name (curated),"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,molecule.intervention_names,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.armsInterventionsModule.interventions[].name,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,molecule.intervention_type,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.armsInterventionsModule.interventions[].type,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,molecule.mechanism_of_action,needs_extraction,,,,,
NCT00979745,molecule.dosing_regimen,needs_extraction,,,,,
NCT00979745,population.condition,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.conditionsModule.conditions,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,population.min_age_years,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.eligibilityModule.minimumAge,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,population.max_age_years,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.eligibilityModule.maximumAge,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,population.sex,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.eligibilityModule.sex,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,population.enrollment_count,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.designModule.enrollmentInfo.count,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,population.severity_criteria,needs_extraction,,,,,
NCT00979745,design.study_type,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.designModule.studyType,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,design.allocation,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.designModule.designInfo.allocation,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,design.intervention_model,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.designModule.designInfo.interventionModel,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,design.masking,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.designModule.designInfo.maskingInfo.masking,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,design.number_of_arms,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,len(protocolSection.armsInterventionsModule.armGroups),"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT00979745,design.background_therapy,needs_extraction,,,,,
NCT00979745,endpoints.primary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.outcomesModule.primaryOutcomes[0].measure/timeFrame,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,endpoints.secondary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.outcomesModule.secondaryOutcomes[].measure,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,endpoints.multiplicity_control,needs_extraction,,,,,
NCT00979745,timing_ops.start_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.statusModule.startDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,timing_ops.primary_completion_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.statusModule.primaryCompletionDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,timing_ops.completion_date,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,protocolSection.statusModule.completionDateStruct.date,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,timing_ops.study_schedule,needs_extraction,,,,,
NCT00979745,timing_ops.rescue_therapy,needs_extraction,,,,,
NCT00979745,adverse_events.serious_adverse_event_rate,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,resultsSection.adverseEventsModule.eventGroups[].seriousNumAffected/seriousNumAtRisk,"fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass)",,1.0
NCT00979745,adverse_events.death_rate,needs_extraction,,,,,
NCT00979745,adverse_events.most_common_adverse_events,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT00979745,resultsSection.adverseEventsModule.otherEvents[] (top 8 of 8 by highest single-arm incidence; CT.gov's own >=5% frequency-threshold table),"fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,adverse_events.discontinuation_due_to_ae_rate,needs_extraction,,,,,
NCT00979745,adverse_events.boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:AFAMELANOTIDE&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
NCT00979745,real_world_safety.faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""AFAMELANOTIDE""&limit=1","openFDA drug/event.json aggregate: total_reports=2, serious=2, deaths=0","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
NCT00979745,exclusivity.regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=AFAMELANOTIDE, application_number N210797, brand_name SCENESSE, applicant_full_name CLINUVEL INC, approval_date 2019-10-08",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
NCT00979745,exclusivity.orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22AFAMELANOTIDE%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='AFAMELANOTIDE'","fetch_orange_book.py (openfda drug/orangebook.json, v2 pass)",,1.0
NCT00979745,exclusivity.purple_book,needs_extraction,,,,,
NCT01007708,nct_id,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.identificationModule.nctId,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,identity.trial_name,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.identificationModule.acronym,"fetch_trials.py (ctgov_api v2, v1 pass)",,0.0
NCT01007708,identity.official_title,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.identificationModule.officialTitle,"fetch_trials.py (ctgov_api v2, v1 pass)",,0.0
NCT01007708,identity.sponsor,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.sponsorCollaboratorsModule.leadSponsor.name,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,identity.phase,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.designModule.phases,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,molecule.drug,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.armsInterventionsModule.interventions[].name (curated),"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,molecule.intervention_names,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.armsInterventionsModule.interventions[].name,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,molecule.intervention_type,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.armsInterventionsModule.interventions[].type,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,molecule.mechanism_of_action,needs_extraction,,,,,
NCT01007708,molecule.dosing_regimen,needs_extraction,,,,,
NCT01007708,population.condition,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.conditionsModule.conditions,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,population.min_age_years,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.eligibilityModule.minimumAge,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT01007708,population.max_age_years,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.eligibilityModule.maximumAge,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT01007708,population.sex,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.eligibilityModule.sex,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,population.enrollment_count,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.designModule.enrollmentInfo.count,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,population.severity_criteria,needs_extraction,,,,,
NCT01007708,design.study_type,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.designModule.studyType,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,design.allocation,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.designModule.designInfo.allocation,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,design.intervention_model,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.designModule.designInfo.interventionModel,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,design.masking,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.designModule.designInfo.maskingInfo.masking,"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,design.number_of_arms,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,len(protocolSection.armsInterventionsModule.armGroups),"fetch_trials.py (ctgov_api v2, v1 pass)",,1.0
NCT01007708,design.background_therapy,needs_extraction,,,,,
NCT01007708,endpoints.primary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.outcomesModule.primaryOutcomes[0].measure/timeFrame,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT01007708,endpoints.secondary_endpoints,ctgov_api,https://clinicaltrials.gov/api/v2/studies/NCT01007708,protocolSection.outcomesModule.secondaryOutcomes[].measure,"fetch_trials.py (ctgov_api v2, v1 pass); structured by atlas.migrate v1->v2",,1.0
NCT01007708,endpoints.multiplicity_control,needs_extraction,,,,,
